State,County,Votes Biden,Votes Trump
Wisconsin,Walworth County,22783,33844
Wisconsin,Washburn County,3867,6332
Wisconsin,Washington County,26647,60235
Wisconsin,Waukesha County,103867,159633
Wisconsin,Waupaca County,9699,18948
Wisconsin,Waushara County,4388,9016
Wisconsin,Winnebago County,44060,47795
Wisconsin,Wood County,16360,24306
Wyoming,Albany County,9091,8575
Wyoming,Big Horn County,788,4806
Wyoming,Campbell County,1935,16973
Wyoming,Carbon County,1427,5012
Wyoming,Converse County,861,5916
Wyoming,Crook County,378,3651
Wyoming,Fremont County,5519,12007
Wyoming,Goshen County,1203,4878
Wyoming,Hot Springs County,482,1999
Wyoming,Johnson County,897,3881
Wyoming,Laramie County,15181,27814
Wyoming,Lincoln County,1509,8673
Wyoming,Natrona County,8528,25267
Wyoming,Niobrara County,155,1118
Wyoming,Park County,3404,12802
Wyoming,Platte County,890,3898
Wyoming,Sheridan County,4043,11843
Wyoming,Sublette County,882,3957
Wyoming,Sweetwater County,3822,12197
Wyoming,Teton County,9848,4341
Wyoming,Uinta County,1591,7494
Wyoming,Washakie County,651,3245
Wyoming,Weston County,360,3107
